,Mob dist,Thresh,Anomaly
2004-02-12 11:02:39,1.6670019566427559,3.8120454918056756,False
2004-02-12 11:12:39,1.6994150233677576,3.8120454918056756,False
2004-02-12 11:22:39,2.6719683661415377,3.8120454918056756,False
2004-02-12 11:32:39,1.4246173832151345,3.8120454918056756,False
2004-02-12 11:42:39,1.624600773228135,3.8120454918056756,False
2004-02-12 11:52:39,2.6442383114634054,3.8120454918056756,False
2004-02-12 12:02:39,1.987715012280345,3.8120454918056756,False
2004-02-12 12:12:39,1.7865363354693826,3.8120454918056756,False
2004-02-12 12:22:39,1.3190398892542254,3.8120454918056756,False
2004-02-12 12:32:39,1.5025853426649851,3.8120454918056756,False
2004-02-12 12:42:39,1.4967480669610622,3.8120454918056756,False
2004-02-12 12:52:39,1.0501458254233988,3.8120454918056756,False
2004-02-12 13:02:39,1.0423817288609571,3.8120454918056756,False
2004-02-12 13:12:39,1.918214134667072,3.8120454918056756,False
2004-02-12 13:22:39,1.5923886642505152,3.8120454918056756,False
2004-02-12 13:32:39,1.1056954774940182,3.8120454918056756,False
2004-02-12 13:42:39,1.7980886341652842,3.8120454918056756,False
2004-02-12 13:52:39,1.2962665017868664,3.8120454918056756,False
2004-02-12 14:02:39,2.2820809854296216,3.8120454918056756,False
2004-02-12 14:12:39,2.4294511863710397,3.8120454918056756,False
2004-02-12 14:22:39,2.3042084460849144,3.8120454918056756,False
2004-02-12 14:32:39,2.4630265822981463,3.8120454918056756,False
2004-02-12 14:42:39,1.4119732700888392,3.8120454918056756,False
2004-02-12 14:52:39,0.988967476419977,3.8120454918056756,False
2004-02-12 15:02:39,1.1847167931001579,3.8120454918056756,False
2004-02-12 15:12:39,1.9672665200487576,3.8120454918056756,False
2004-02-12 15:22:39,1.0146401083043743,3.8120454918056756,False
2004-02-12 15:32:39,2.1108162743194576,3.8120454918056756,False
2004-02-12 15:42:39,2.3064880964530183,3.8120454918056756,False
2004-02-12 15:52:39,0.0977618729245215,3.8120454918056756,False
2004-02-12 16:02:39,1.8046076338833703,3.8120454918056756,False
2004-02-12 16:12:39,2.0481893149081514,3.8120454918056756,False
2004-02-12 16:22:39,0.4542799194651584,3.8120454918056756,False
2004-02-12 16:32:39,0.8663650298490815,3.8120454918056756,False
2004-02-12 16:42:39,2.088459661841945,3.8120454918056756,False
2004-02-12 16:52:39,1.1640335682051262,3.8120454918056756,False
2004-02-12 17:02:39,1.942778627027431,3.8120454918056756,False
2004-02-12 17:12:39,1.7101365316711132,3.8120454918056756,False
2004-02-12 17:22:39,1.0973578432208433,3.8120454918056756,False
2004-02-12 17:32:39,0.7188786998102644,3.8120454918056756,False
2004-02-12 17:42:39,0.5205877886049974,3.8120454918056756,False
2004-02-12 17:52:39,1.3241303007944059,3.8120454918056756,False
2004-02-12 18:02:39,0.10921512111237514,3.8120454918056756,False
2004-02-12 18:12:39,1.7448031201944598,3.8120454918056756,False
2004-02-12 18:22:39,1.1275735717191824,3.8120454918056756,False
2004-02-12 18:32:39,1.4857142580550848,3.8120454918056756,False
2004-02-12 18:42:39,0.7859558847417327,3.8120454918056756,False
2004-02-12 18:52:39,1.302683276550656,3.8120454918056756,False
2004-02-12 19:02:39,1.420106560902383,3.8120454918056756,False
2004-02-12 19:12:39,1.0979515796202444,3.8120454918056756,False
2004-02-12 19:22:39,2.4330832484959863,3.8120454918056756,False
2004-02-12 19:32:39,0.9600509014773743,3.8120454918056756,False
2004-02-12 19:42:39,1.3664106111390844,3.8120454918056756,False
2004-02-12 19:52:39,0.43190117937609396,3.8120454918056756,False
2004-02-12 20:02:39,1.668109604772091,3.8120454918056756,False
2004-02-12 20:12:39,2.2443457981164103,3.8120454918056756,False
2004-02-12 20:22:39,2.200945651446983,3.8120454918056756,False
2004-02-12 20:32:39,1.1743742706891667,3.8120454918056756,False
2004-02-12 20:42:39,1.7322839941728982,3.8120454918056756,False
2004-02-12 20:52:39,2.0574204459631003,3.8120454918056756,False
2004-02-12 21:02:39,0.9077194476396948,3.8120454918056756,False
2004-02-12 21:12:39,0.5795473982128552,3.8120454918056756,False
2004-02-12 21:22:39,0.808185630740164,3.8120454918056756,False
2004-02-12 21:32:39,1.1158300084927923,3.8120454918056756,False
2004-02-12 21:42:39,0.7870648221883811,3.8120454918056756,False
2004-02-12 21:52:39,1.5821423619441026,3.8120454918056756,False
2004-02-12 22:02:39,0.5232440439228327,3.8120454918056756,False
2004-02-12 22:12:39,1.009303841470906,3.8120454918056756,False
2004-02-12 22:22:39,0.8078670114441979,3.8120454918056756,False
2004-02-12 22:32:39,1.5686468788076038,3.8120454918056756,False
2004-02-12 22:42:39,1.656771745432072,3.8120454918056756,False
2004-02-12 22:52:39,1.8587297122801396,3.8120454918056756,False
2004-02-12 23:02:39,1.2296383216203468,3.8120454918056756,False
2004-02-12 23:12:39,0.35641792808154993,3.8120454918056756,False
2004-02-12 23:22:39,0.8049033352040021,3.8120454918056756,False
2004-02-12 23:32:39,1.6501900055433063,3.8120454918056756,False
2004-02-12 23:42:39,1.1100369683288975,3.8120454918056756,False
2004-02-12 23:52:39,1.7976963476466834,3.8120454918056756,False
2004-02-13 00:02:39,1.3189178376683608,3.8120454918056756,False
2004-02-13 00:12:39,0.056946908348558804,3.8120454918056756,False
2004-02-13 00:22:39,1.4953580879097825,3.8120454918056756,False
2004-02-13 00:32:39,0.36230517391110945,3.8120454918056756,False
2004-02-13 00:42:39,1.2222490046039987,3.8120454918056756,False
2004-02-13 00:52:39,1.0201140995228357,3.8120454918056756,False
2004-02-13 01:02:39,1.8808733127191515,3.8120454918056756,False
2004-02-13 01:12:39,1.324730712779046,3.8120454918056756,False
2004-02-13 01:22:39,1.3261661446608408,3.8120454918056756,False
2004-02-13 01:32:39,1.1117190433618613,3.8120454918056756,False
2004-02-13 01:42:39,0.1937656205288269,3.8120454918056756,False
2004-02-13 01:52:39,1.6504398516549186,3.8120454918056756,False
2004-02-13 02:02:39,1.2932745776923726,3.8120454918056756,False
2004-02-13 02:12:39,1.0164062448835167,3.8120454918056756,False
2004-02-13 02:22:39,0.3661257716636028,3.8120454918056756,False
2004-02-13 02:32:39,0.9402193981112797,3.8120454918056756,False
2004-02-13 02:42:39,1.0427900702399118,3.8120454918056756,False
2004-02-13 02:52:39,1.9388833027850874,3.8120454918056756,False
2004-02-13 03:02:39,0.9695683281490167,3.8120454918056756,False
2004-02-13 03:12:39,0.1862658337126938,3.8120454918056756,False
2004-02-13 03:22:39,0.9625044816791678,3.8120454918056756,False
2004-02-13 03:32:39,0.2926494575701352,3.8120454918056756,False
2004-02-13 03:42:39,1.0344563380074483,3.8120454918056756,False
2004-02-13 03:52:39,0.8782411724293082,3.8120454918056756,False
2004-02-13 04:02:39,1.291051195774593,3.8120454918056756,False
2004-02-13 04:12:39,0.6510828178047424,3.8120454918056756,False
2004-02-13 04:22:39,0.9711208532783386,3.8120454918056756,False
2004-02-13 04:32:39,0.9733920847001594,3.8120454918056756,False
2004-02-13 04:42:39,1.5769094296369703,3.8120454918056756,False
